Reference file name,Perturbation file name,IoU
01001_wk00_1.jpg,01001_wk00_1_noise_i5_aug.png,0.9994485283263956
01001_wk00_2.jpg,01001_wk00_2_noise_i5_aug.png,1.0
01001_wk04_2.jpg,01001_wk04_2_noise_i5_aug.png,0.9991031390134529
01001_wk12_1.jpg,01001_wk12_1_noise_i5_aug.png,0.9982807670569428
01001_wk12_2.jpg,01001_wk12_2_noise_i5_aug.png,0.9743935309973046
01001_wk16.jpg,01001_wk16_noise_i5_aug.png,1.0
01003_wk12.jpg,01003_wk12_noise_i5_aug.png,0.9990543633608786
01003_wk16.jpg,01003_wk16_2_noise_i5_aug.png,0.6119543566718274
01003_wk16_2.jpg,01003_wk16_noise_i5_aug.png,0.6119543566718274
01005_wk00.jpg,01005_wk00_2_noise_i5_aug.png,0.6080814605985495
01005_wk00_2.jpg,01005_wk00_noise_i5_aug.png,0.6080890423528614
01005_wk12.jpg,01005_wk12_2_noise_i5_aug.png,0.2677342343643207
01005_wk12_2.jpg,01005_wk12_noise_i5_aug.png,0.6314285714285715
01005_wk16.jpg,01005_wk16_1_noise_i5_aug.png,0.6931910726251224
01005_wk16_1.jpg,01005_wk16_noise_i5_aug.png,0.7069820637768515
01011_wk04.jpg,01011_wk04_2_noise_i5_aug.png,0.8156079570552973
01011_wk04_2.jpg,01011_wk04_noise_i5_aug.png,0.8160278592590062
01011_wk12.jpg,01011_wk12_2_noise_i5_aug.png,0.771178665571189
01011_wk12_2.jpg,01011_wk12_noise_i5_aug.png,0.7699150086041235
01013_wk00.jpg,01013_wk00_2_noise_i5_aug.png,0.7132232205508159
01013_wk00_2.jpg,01013_wk00_noise_i5_aug.png,0.7134043770904557
01013_wk04.jpg,01013_wk04_2_noise_i5_aug.png,0.691713634111918
01013_wk04_2.jpg,01013_wk04_noise_i5_aug.png,0.6902280092322757
01013_wk12.jpg,01013_wk12_noise_i5_aug.png,1.0
01014_wk04.jpg,01014_wk04_noise_i5_aug.png,1.0
01014_wk12.jpg,01014_wk12_2_noise_i5_aug.png,0.7245026961906289
01014_wk12_2.jpg,01014_wk12_noise_i5_aug.png,0.731980220772157
01014_wk16.jpg,01014_wk16_noise_i5_aug.png,0.9973668142870441
01029_wk00.jpg,01029_wk00_noise_i5_aug.png,0.9979032525418219
01029_wk04.jpg,01029_wk04_noise_i5_aug.png,1.0
01029_wk12.jpg,01029_wk12_1_noise_i5_aug.png,0.16373759244158254
01029_wk12_1.jpg,01029_wk12_noise_i5_aug.png,0.17304657718834773
01029_wk16.jpg,01029_wk16_noise_i5_aug.png,0.9974093264248705
01030_wk00.jpg,01030_wk00_noise_i5_aug.png,0.9981987897028874
01030_wk04.jpg,01030_wk04_noise_i5_aug.png,0.9973821989528796
01030_wk12.jpg,01030_wk12_noise_i5_aug.png,1.0
01030_wk16.jpg,01030_wk16_noise_i5_aug.png,0.9969977640690444
01037_wk00.jpg,01037_wk00_noise_i5_aug.png,0.9981758276476828
01037_wk04.jpg,01037_wk04_noise_i5_aug.png,0.9990741858873727
01037_wk12.jpg,01037_wk12_noise_i5_aug.png,0.997115678027941
01037_wk16.jpg,01037_wk16_2_noise_i5_aug.png,0.8568205377720319
01037_wk16_2.jpg,01037_wk16_3_noise_i5_aug.png,0.4928926926833806
01037_wk16_3.jpg,01037_wk16_noise_i5_aug.png,0.7225704029704629
01039_wk00.jpg,01039_wk00_2_noise_i5_aug.png,0.6311664669728758
01039_wk00_2.jpg,01039_wk00_noise_i5_aug.png,0.6310289197845235
01039_wk04.jpg,01039_wk04_2_noise_i5_aug.png,0.32900702385264136
01039_wk04_2.jpg,01039_wk04_noise_i5_aug.png,0.3449205923741875
01039_wk12.jpg,01039_wk12_2_noise_i5_aug.png,0.745514025061095
01039_wk12_2.jpg,01039_wk12_noise_i5_aug.png,0.3346709034652949
01040_wk00_2.jpg,01040_wk00_2_noise_i5_aug.png,0.8110628276757478
01040_wk16.jpg,01040_wk16_noise_i5_aug.png,1.0
01041_wk04.jpg,01041_wk04_noise_i5_aug.png,1.0
01041_wk12.jpg,01041_wk12_noise_i5_aug.png,1.0
01042_wk00.jpg,01042_wk00_noise_i5_aug.png,0.9972358280906206
01042_wk04.jpg,01042_wk04_2_noise_i5_aug.png,0.2519375869572973
01042_wk04_2.jpg,01042_wk04_noise_i5_aug.png,0.29531279077445804
01042_wk12.jpg,01042_wk12_noise_i5_aug.png,0.9984296945808655
01042_wk16.jpg,01042_wk16_noise_i5_aug.png,0.9454648580807106
01044_wk00.jpg,01044_wk00_2_noise_i5_aug.png,0.4279928486322578
01044_wk00_2.jpg,01044_wk00_noise_i5_aug.png,0.43408784820906904
01044_wk04_2.jpg,01044_wk04_2_noise_i5_aug.png,0.9972715767655529
01044_wk12.jpg,01044_wk12_noise_i5_aug.png,0.9513650239860445
01044_wk16.jpg,01044_wk16_2_noise_i5_aug.png,0.21992696867616318
01044_wk16_2.jpg,01044_wk16_noise_i5_aug.png,0.41634588286003216
01046_wk00.jpg,01046_wk00_2_noise_i5_aug.png,0.9957485914525216
01046_wk00_2.jpg,01046_wk00_noise_i5_aug.png,0.3861053108338079
01046_wk04.jpg,01046_wk04_noise_i5_aug.png,0.997920997920998
01046_wk12.jpg,01046_wk12_noise_i5_aug.png,0.9945327772028308
01047_wk00.jpg,01047_wk00_2_noise_i5_aug.png,0.5674534480074007
01047_wk00_2.jpg,01047_wk00_noise_i5_aug.png,0.6119617587623098
01047_wk04_2.jpg,01047_wk04_2_noise_i5_aug.png,1.0
01047_wk04_3.jpg,01047_wk04_3_noise_i5_aug.png,0.9860480943738656
01047_wk12_2.jpg,01047_wk12_2_noise_i5_aug.png,0.9959785352734469
01047_wk16_3.jpg,01047_wk16_3_noise_i5_aug.png,0.9932728661726137
01052_wk00.jpg,01052_wk00_noise_i5_aug.png,1.0
01052_wk12.jpg,01052_wk12_noise_i5_aug.png,0.9823419866765689
01052_wk16.jpg,01052_wk16_noise_i5_aug.png,0.997502869373701
